Product Title;Product Version;Product Artist;Product Barcode;Product Catalog Number;Product Label;Asset Title;Asset Version;Asset Artist;Asset ISRC;Asset Duration;Sale ID;Report ID;Report Name;Sale Unit Type;Sale Type;Sale Start date;Sale End date;Sale Store Name;Sale Country;Unit Count;Royalty;Currency;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Rock'n'Roll Will Never Die;;Mares;SEWGI1801504;251;849541646;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;DE;125;4,58442288;SEK;;;
Allt du gör och att du finns;;Mares;7,07125E+12;HYBR7071245201470;Hybris;Allt du gör och att du finns;;Mares;SEWGI1509001;260;849541645;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;CL;1;0,01034944;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Fri;;Mares;SEWGI1801502;263;849541641;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;CO;2;0,01316752;SEK;;;
Höga klackar;;Mares;7,07125E+12;HYBR165;Hybris;Höga klackar;;Mares;SEWGI1605001;181;849541634;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;IE;31;0,74917256;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;849541633;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;BE;107;4,50136368;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Epos No. 1;;Mares;SEWGI1801501;332;849541622;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;MY;1;0,01825984;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;849541607;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;SK;5;0,06109136;SEK;;;
Nattens sista dans;;Mares;7,07125E+12;HYBR222;Hybris;Nattens sista dans;;Mares;SEWGI1700701;172;849541605;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;NL;27;0,51600528;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Fri;;Mares;SEWGI1801502;263;849538047;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;DK;47;1,33936256;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Rock'n'Roll Will Never Die;;Mares;SEWGI1801504;251;849538032;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;JP;1;0,0213416;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;849538014;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;BR;1;0,01741112;SEK;;;
Allt du gör och att du finns;;Mares;7,07125E+12;HYBR7071245201470;Hybris;Allt du gör och att du finns;;Mares;SEWGI1509001;260;849538007;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;SE;2;0,025132;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Epos No. 1;;Mares;SEWGI1801501;332;849537991;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;NO;25;0,03684104;SEK;;;
Allt du gör och att du finns;;Mares;7,07125E+12;HYBR7071245201470;Hybris;Allt du gör och att du finns;;Mares;SEWGI1509001;260;849537990;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;TH;1;0,01684256;SEK;;;
Cyklar ni så springer jag;;Mares;7,07125E+12;HYBR204;Hybris;Cyklar ni så springer jag;;Mares;SEWGI1605601;208;849537982;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;CH;4;0,14145608;SEK;;;
Nattens sista dans;;Mares;7,07125E+12;HYBR222;Hybris;Nattens sista dans;;Mares;SEWGI1700701;172;849537931;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;GB;8;0,51919416;SEK;;;
Freddie;;Mares;7,07125E+12;HYBR7071245386337;Hybris;Freddie;;Mares;SEWGI1801901;172;849537896;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;LU;4;0,00067568;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Rock'n'Roll Will Never Die;;Mares;SEWGI1801504;251;849537894;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;SG;2;0,03718712;SEK;;;
Allt du gör och att du finns;;Mares;7,07125E+12;HYBR7071245201470;Hybris;Allt du gör och att du finns;;Mares;SEWGI1509001;260;849542482;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;CA;83;1,26334856;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Allt vi har är tid;;Mares;SEWGI1801503;250;849542474;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;TW;4;0,00132664;SEK;;;
Allt du gör och att du finns;;Mares;7,07125E+12;HYBR7071245201470;Hybris;Allt du gör och att du finns;;Mares;SEWGI1509001;260;849542465;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;MY;1;0,01825984;SEK;;;
Höga klackar;;Mares;7,07125E+12;HYBR165;Hybris;Höga klackar;;Mares;SEWGI1605001;181;849542456;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;IS;25;1,26499656;SEK;;;
Freddie;;Mares;7,07125E+12;HYBR7071245386337;Hybris;Freddie;;Mares;SEWGI1801901;172;849542442;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;SK;8;0,00969024;SEK;;;
Allt du gör och att du finns;;Mares;7,07125E+12;HYBR7071245201470;Hybris;Allt du gör och att du finns;;Mares;SEWGI1509001;260;849542418;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;MY;9;0,06451096;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Rock'n'Roll Will Never Die;;Mares;SEWGI1801504;251;849542406;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;GB;7;0,28638944;SEK;;;
Höga klackar;;Mares;7,07125E+12;HYBR165;Hybris;Höga klackar;;Mares;SEWGI1605001;181;849541592;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;IL;6;0,1553652;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Rock'n'Roll Will Never Die;;Mares;SEWGI1801504;251;849541579;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;RO;5;0,09722376;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Fri;;Mares;SEWGI1801502;263;849541575;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;PH;2;0,01184912;SEK;;;
Freddie;;Mares;7,07125E+12;HYBR7071245386337;Hybris;Freddie;;Mares;SEWGI1801901;172;849541558;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;LU;5;0,2180304;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Epos No. 1;;Mares;SEWGI1801501;332;849541551;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;IS;6;0,3036028;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Rock'n'Roll Will Never Die;;Mares;SEWGI1801504;251;849541521;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;TW;2;0,02564288;SEK;;;
Cyklar ni så springer jag;;Mares;7,07125E+12;HYBR204;Hybris;Cyklar ni så springer jag;;Mares;SEWGI1605601;208;849541486;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;PT;1;0,0167272;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;849541454;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;FI;258;12,94892928;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;849541451;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;HK;4;0,06943024;SEK;;;
Höga klackar;O2H remix;Mares;7,07125E+12;HYBR165REMIX;Hybris;Höga klackar;O2H remix;Mares;SEWGI1602401;208;849541429;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;GB;15;0,4127004;SEK;;;
Nattens sista dans;;Mares;7,07125E+12;HYBR222;Hybris;Nattens sista dans;;Mares;SEWGI1700701;172;849541405;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;SE;69;1,77183072;SEK;;;
Höga klackar;;Mares;7,07125E+12;HYBR165;Hybris;Höga klackar;;Mares;SEWGI1605001;181;849541392;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;TW;1;0,01282144;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;849541384;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;NO;186;5,36667904;SEK;;;
Allt du gör och att du finns;;Mares;7,07125E+12;HYBR7071245201470;Hybris;Allt du gör och att du finns;;Mares;SEWGI1509001;260;849537217;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;AU;117;0,98209264;SEK;;;
Höga klackar;;Mares;7,07125E+12;HYBR165;Hybris;Höga klackar;;Mares;SEWGI1605001;181;849537199;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;GB;387;19,05525544;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Rock'n'Roll Will Never Die;;Mares;SEWGI1801504;251;849537195;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;DK;13;0,69398104;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Allt vi har är tid;;Mares;SEWGI1801503;250;849537166;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;MX;1;0,01331584;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;849537162;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;IE;33;0,92822776;SEK;;;
Freddie;;Mares;7,07125E+12;HYBR7071245386337;Hybris;Freddie;;Mares;SEWGI1801901;172;849537155;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;DO;1;0,02742272;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Allt vi har är tid;;Mares;SEWGI1801503;250;849542018;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;CO;2;0,00665792;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Allt vi har är tid;;Mares;SEWGI1801503;250;849541989;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;IE;5;0,14064032;SEK;;;
Höga klackar;;Mares;7,07125E+12;HYBR165;Hybris;Höga klackar;;Mares;SEWGI1605001;181;849541960;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;IE;6;0,16877168;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Rock'n'Roll Will Never Die;;Mares;SEWGI1801504;251;849541936;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;TH;2;0,02755456;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Epos No. 1;;Mares;SEWGI1801501;332;849541932;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;DE;2;0,05495256;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Epos No. 1;;Mares;SEWGI1801501;332;849541914;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;US;2;0,08449296;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;849541897;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;FI;2093;98,6484972;SEK;;;
Cyklar ni så springer jag;;Mares;7,07125E+12;HYBR204;Hybris;Cyklar ni så springer jag;;Mares;SEWGI1605601;208;849541863;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;CA;2;0,05173896;SEK;;;
Allt du gör och att du finns;;Mares;7,07125E+12;HYBR7071245201470;Hybris;Allt du gör och att du finns;;Mares;SEWGI1509001;260;849541861;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;CR;2;0,0019776;SEK;;;
Nattens sista dans;;Mares;7,07125E+12;HYBR222;Hybris;Nattens sista dans;;Mares;SEWGI1700701;172;849541846;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;AR;3;0,02153936;SEK;;;
Höga klackar;;Mares;7,07125E+12;HYBR165;Hybris;Höga klackar;;Mares;SEWGI1605001;181;849541844;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;AT;1;0,03764032;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Fri;;Mares;SEWGI1801502;263;849541839;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;MX;8;0,0572268;SEK;;;
Allt du gör och att du finns;;Mares;7,07125E+12;HYBR7071245201470;Hybris;Allt du gör och att du finns;;Mares;SEWGI1509001;260;849541808;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;RO;7;0,00969848;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Fri;;Mares;SEWGI1801502;263;849541768;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;IT;21;0,03198768;SEK;;;
Höga klackar;O2H remix;Mares;7,07125E+12;HYBR165REMIX;Hybris;Höga klackar;O2H remix;Mares;SEWGI1602401;208;849541744;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;HK;3;0,00235664;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Allt vi har är tid;;Mares;SEWGI1801503;250;849537152;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;PT;1;0,01342296;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Epos No. 1;;Mares;SEWGI1801501;332;849537147;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;SA;1;0,00419416;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Epos No. 1;;Mares;SEWGI1801501;332;849537075;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;MT;1;0,01152776;SEK;;;
Epos No. 1;Short Edit;Mares;8,71886E+12;HYBR273;Hybris;Epos No. 1;Short Edit;Mares;SEWGI1801701;223;849537055;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;IT;1;0,01741112;SEK;;;
Höga klackar;O2H remix;Mares;7,07125E+12;HYBR165REMIX;Hybris;Höga klackar;O2H remix;Mares;SEWGI1602401;208;849537054;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;AU;3;0,067568;SEK;;;
Höga klackar;;Mares;7,07125E+12;HYBR165;Hybris;Höga klackar;;Mares;SEWGI1605001;181;849537044;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;CA;30;0,34181168;SEK;;;
Nattens sista dans;;Mares;7,07125E+12;HYBR222;Hybris;Nattens sista dans;;Mares;SEWGI1700701;172;849537032;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;HK;1;0,01735344;SEK;;;
Epos No. 1;Short Edit;Mares;8,71886E+12;HYBR273;Hybris;Epos No. 1;Short Edit;Mares;SEWGI1801701;223;849537031;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;IS;8;0,40479824;SEK;;;
Freddie;;Mares;7,07125E+12;HYBR7071245386337;Hybris;Freddie;;Mares;SEWGI1801901;172;849537029;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;US;1319;27,5594628;SEK;;;
Freddie;;Mares;7,07125E+12;HYBR7071245386337;Hybris;Freddie;;Mares;SEWGI1801901;172;849537008;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;ES;92;0,11595328;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Epos No. 1;;Mares;SEWGI1801501;332;849537003;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;BE;11;0,1771188;SEK;;;
Cyklar ni så springer jag;;Mares;7,07125E+12;HYBR204;Hybris;Cyklar ni så springer jag;;Mares;SEWGI1605601;208;849536986;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;NL;10;0,55103352;SEK;;;
Allt du gör och att du finns;;Mares;7,07125E+12;HYBR7071245201470;Hybris;Allt du gör och att du finns;;Mares;SEWGI1509001;260;849536985;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;MY;2;0,02172064;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Rock'n'Roll Will Never Die;;Mares;SEWGI1801504;251;849536974;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;NO;12;0,85084592;SEK;;;
Freddie;;Mares;7,07125E+12;HYBR7071245386337;Hybris;Freddie;;Mares;SEWGI1801901;172;849536946;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;PL;56;0,5047;SEK;;;
Cyklar ni så springer jag;;Mares;7,07125E+12;HYBR204;Hybris;Cyklar ni så springer jag;;Mares;SEWGI1605601;208;849536938;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;AU;1;0,02782648;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Rock'n'Roll Will Never Die;;Mares;SEWGI1801504;251;849536929;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;AR;4;0,004738;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Fri;;Mares;SEWGI1801502;263;849533546;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;PH;13;0,1370312;SEK;;;
Höga klackar;;Mares;7,07125E+12;HYBR165;Hybris;Höga klackar;;Mares;SEWGI1605001;181;849533543;130996;;Asset;Streaming;2019-01-01;2019-01-31;Spotify;US;4;0,16233504;SEK;;;
Freddie;;Mares;7,07125E+12;HYBR7071245386337;Hybris;Freddie;;Mares;SEWGI1801901;172;849533533;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;NZ;3;0,06603536;SEK;;;
Höga klackar;;Mares;7,07125E+12;HYBR165;Hybris;Höga klackar;;Mares;SEWGI1605001;181;849533532;130996;;Asset;Streaming;2019-01-01;2019-01-31;Spotify;AE;1;0,04119168;SEK;;;
Nattens sista dans;;Mares;7,07125E+12;HYBR222;Hybris;Nattens sista dans;;Mares;SEWGI1700701;172;849533498;130996;;Asset;Streaming;2019-01-01;2019-01-31;Spotify;MT;1;0,0103632;SEK;;;
Nattens sista dans;;Mares;7,07125E+12;HYBR222;Hybris;Nattens sista dans;;Mares;SEWGI1700701;172;849533487;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;GB;90;0,67071128;SEK;;;
Allt du gör och att du finns;;Mares;7,07125E+12;HYBR7071245201470;Hybris;Allt du gör och att du finns;;Mares;SEWGI1509001;260;849541309;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;PH;9;0,04170264;SEK;;;
Allt du gör och att du finns;;Mares;7,07125E+12;HYBR7071245201470;Hybris;Allt du gör och att du finns;;Mares;SEWGI1509001;260;849541306;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;CA;112;3,1097348;SEK;;;
Allt du gör och att du finns;;Mares;7,07125E+12;HYBR7071245201470;Hybris;Allt du gör och att du finns;;Mares;SEWGI1509001;260;849541289;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;ID;26;0,00496872;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Fri;;Mares;SEWGI1801502;263;849541282;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;BO;2;0,01732048;SEK;;;
Höga klackar;O2H remix;Mares;7,07125E+12;HYBR165REMIX;Hybris;Höga klackar;O2H remix;Mares;SEWGI1602401;208;849541251;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;GB;10;0,17951664;SEK;;;
Höga klackar;;Mares;7,07125E+12;HYBR165;Hybris;Höga klackar;;Mares;SEWGI1605001;181;849541230;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;NL;3;0,16531088;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Allt vi har är tid;;Mares;SEWGI1801503;250;849541226;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;US;24;0,84829976;SEK;;;
Höga klackar;;Mares;7,07125E+12;HYBR165;Hybris;Höga klackar;;Mares;SEWGI1605001;181;849533433;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;SE;776;19,92667664;SEK;;;
Allt du gör och att du finns;;Mares;7,07125E+12;HYBR7071245201470;Hybris;Allt du gör och att du finns;;Mares;SEWGI1509001;260;849533420;130996;;Asset;Streaming;2019-01-01;2019-01-31;Spotify;BE;7;0,15510528;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;849533415;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;US;233;4,92371312;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Allt vi har är tid;;Mares;SEWGI1801503;250;849533413;130996;;Asset;Streaming;2019-01-01;2019-01-31;Spotify;PT;1;0,01087728;SEK;;;
Cyklar ni så springer jag;;Mares;7,07125E+12;HYBR204;Hybris;Cyklar ni så springer jag;;Mares;SEWGI1605601;208;849533409;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;AR;13;0,01539232;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;849533408;130996;;Asset;Streaming;2019-01-01;2019-01-31;Spotify;DE;2;0,0598536;SEK;;;
Nattens sista dans;;Mares;7,07125E+12;HYBR222;Hybris;Nattens sista dans;;Mares;SEWGI1700701;172;849533404;130996;;Asset;Streaming;2019-01-01;2019-01-31;Spotify;UY;1;0,01314576;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Epos No. 1;;Mares;SEWGI1801501;332;849533375;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;US;259;5,41160352;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;849533373;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;PH;12;0,07109472;SEK;;;
Cyklar ni så springer jag;;Mares;7,07125E+12;HYBR204;Hybris;Cyklar ni så springer jag;;Mares;SEWGI1605601;208;849533353;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;JP;4;0,16796416;SEK;;;
Höga klackar;;Mares;7,07125E+12;HYBR165;Hybris;Höga klackar;;Mares;SEWGI1605001;181;849533341;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;PE;4;0,04123296;SEK;;;
Cyklar ni så springer jag;;Mares;7,07125E+12;HYBR204;Hybris;Cyklar ni så springer jag;;Mares;SEWGI1605601;208;849533340;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;GR;3;0,03832424;SEK;;;
Höga klackar;O2H remix;Mares;7,07125E+12;HYBR165REMIX;Hybris;Höga klackar;O2H remix;Mares;SEWGI1602401;208;849534568;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;ES;1;0,0287988;SEK;;;
Höga klackar;;Mares;7,07125E+12;HYBR165;Hybris;Höga klackar;;Mares;SEWGI1605001;181;849534543;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;PH;20;0,2108204;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Allt vi har är tid;;Mares;SEWGI1801503;250;849534542;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;AU;54;1,78860736;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Allt vi har är tid;;Mares;SEWGI1801503;250;849534541;130996;;Asset;Streaming;2019-01-01;2019-01-31;Spotify;PL;7;0,12375456;SEK;;;
Nattens sista dans;;Mares;7,07125E+12;HYBR222;Hybris;Nattens sista dans;;Mares;SEWGI1700701;172;849534525;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;ID;1;0,01189856;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Allt vi har är tid;;Mares;SEWGI1801503;250;849534507;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;MX;7;0,0697104;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Fri;;Mares;SEWGI1801502;263;849534498;130996;;Asset;Streaming;2019-01-01;2019-01-31;Spotify;AU;1;0,09148992;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Epos No. 1;;Mares;SEWGI1801501;332;849534494;130996;;Asset;Streaming;2019-01-01;2019-01-31;Spotify;GT;1;0,01853952;SEK;;;
Freddie;;Mares;7,07125E+12;HYBR7071245386337;Hybris;Freddie;;Mares;SEWGI1801901;172;849534469;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;PE;2;0,02061648;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Allt vi har är tid;;Mares;SEWGI1801503;250;849534463;130996;;Asset;Streaming;2019-01-01;2019-01-31;Spotify;PL;2;0,01863744;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;849534397;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;EE;4;0,08732752;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Rock'n'Roll Will Never Die;;Mares;SEWGI1801504;251;849534374;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;FR;33;0,07599752;SEK;;;
Allt du gör och att du finns;;Mares;7,07125E+12;HYBR7071245201470;Hybris;Allt du gör och att du finns;;Mares;SEWGI1509001;260;849534366;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;BE;26;0,0987976;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Epos No. 1;;Mares;SEWGI1801501;332;849534364;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;TR;2;0,00956664;SEK;;;
Höga klackar;;Mares;7,07125E+12;HYBR165;Hybris;Höga klackar;;Mares;SEWGI1605001;181;849534355;130996;;Asset;Streaming;2019-01-01;2019-01-31;Spotify;PE;1;0,01920048;SEK;;;
Cyklar ni så springer jag;;Mares;7,07125E+12;HYBR204;Hybris;Cyklar ni så springer jag;;Mares;SEWGI1605601;208;849534346;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;SG;22;0,08240824;SEK;;;
Nattens sista dans;;Mares;7,07125E+12;HYBR222;Hybris;Nattens sista dans;;Mares;SEWGI1700701;172;849534338;131001;;Asset;Streaming;2019-02-01;2019-02-28;Spotify;NL;8;0,11584616;SEK;;;
